,,,Quantity of Water Transferred,,,,,,Prices,,,,Transfer Length,,,,Transfer Type,,,,,,,,,,,,,,
ID Code,Year,State,Minimum Annual Acre-Feet,Average Annual Acre-Feet,Maximum Annual Acre-Feet,Committed Minimum Acre-Feet,Commited Average Acre-Feet,Commited Maximum Acre-Feet,Total Price,Inflation Adjusted Total Price,Inflation Adjusted Price per Annual Acre-Foot,Inflation Adjusted Price per Committed Acre-Foot,Sale,Lease,Exchange,Lease Duration,Ag-to-Ag,Ag-to-Urban,Ag-to-Enivo,Urban-to-Ag,Urban-to-Urban,Urban-to-Enviro,Enviro-to-Ag,Enviro-to-Urban,Enviro-to-Enviro,Combination,Recycled,Unknown,Seller,Buyer,Water Strategist Issue
NV195,2009,NV,8.33,8.33,8.33,166.6,166.6,166.6,41625.01,22040.9586,2645.973422,132.2986711,1,,,,,,1,,,,,,,,,,private parties,Great Basin Land and Water,May '09
NV196,2009,NV,142.2,142.2,142.2,2844,2844,2844,1422000,752966.6211,5295.123918,264.7561959,1,,,,,,1,,,,,,,,,,private parties,Great Basin Land and Water,December '09
NV197,2009,NV,26.06,26.06,26.06,521.2,521.2,521.2,235009.08,124440.22,4775.142749,238.7571375,1,,,,,,1,,,,,,,,,,private parties,Great Basin Land and Water,December '09
NV198,2009,NV,64.35,64.35,64.35,1287,1287,1287,575031.6,304486.3579,4731.722733,236.5861367,1,,,,,,1,,,,,,,,,,private parties,Great Basin Land and Water,December '09
NV199,2009,NV,9,9,9,180,180,180,85500,45273.3095,5030.367722,251.5183861,1,,,,,,1,,,,,,,,,,private parties,Great Basin Land and Water,December '09
NV200,2009,NV,25.97,25.97,25.97,519.4,519.4,519.4,,,,,1,,,,,1,,,,,,,,,,,Developers,Washoe County,January '10
NV201,2009,NV,94.14,94.14,94.14,1882.8,1882.8,1882.8,1379151,730277.5447,7757.35654,387.867827,1,,,,,,,,1,,,,,,,,Truckee Meadows Water Authority,Developers,February '10
OR1,1993,OR,7,240,474,140,4800,9480,,,,,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,State of Oregon,Dept of Environmental Quality,Sep '93
OR2,1994,OR,16000,16000,16000,16000,16000,16000,1040000,797193,49.82456,49.82456,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Skyline Farms,Bonneville Power Admin.,Jan '95
OR3,1994,OR,305,305,305,4298.6531,4298.6531,4298.6531,38125,29224.02,95.81647,6.798414,0,1,0,25,1,0,0,0,0,0,0,0,0,0,,0,US Army Corps of Engineers,Eight Irrigators,May '94
OR4,1994,OR,10000,10000,10000,10000,10000,10000,50000,38326.59,3.832659,3.832659,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,North Unit Irrigation District,Oct '94
OR5,1995,OR,7253.99,7253.99,7253.99,7253.99,7253.99,7253.99,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Standfield and Westland Irrigation District's,Fall '95
OR6,1995,OR,3273,3273,3273,3273,3273,3273,20580624,1.53E+07,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Hermiston Irrigation District,Summer'95
OR7,1996,OR,8176,8176,8176,35397.801,35397.801,35397.801,,,,,0,1,0,5,1,0,0,0,0,0,0,0,0,0,,0,Multiple Users,Oregon Water Trust,Fall'96
OR8,1996,OR,10,10,10,140.93945,140.93945,140.93945,80,57.92225,5.792224,0.4109726,0,1,0,25,1,0,0,0,0,0,0,0,0,0,,0,US Army Corps of Engineers,Fifty Four Irrigators,Jan '96
OR9,1996,OR,17700,17700,17700,354000,354000,354000,1300000,941236.5,53.1772,2.65886,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Skyline Farms,Bureau of Reclamation,Jan '97
OR10,1996,OR,350,350,350,1515.3168,1515.3168,1515.3168,,,,,0,1,0,5,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Spring'96
OR11,1996,OR,23,23,23,460,460,460,15000,10860.42,472.1922,23.60961,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,2 Farmers,Oregon Water Trust,Summer'96
OR12,1996,OR,79,79,79,1580,1580,1580,8800,6371.447,80.65123,4.032562,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Landowner,Oregon Water Trust,Summer'96
OR13,1997,OR,500,500,500,500,500,500,2000,1415.576,2.831153,2.831153,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Stanfield Irrigation District,Jul '97
OR14,1997,OR,3459,3459,3459,3459,3459,3459,41508,29378.87,8.493458,8.493458,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Westland Irrigation District,Jul '97
OR15,1997,OR,16870,16870,16870,119908.95,119908.95,119908.95,,,,,0,1,0,9,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Jul '97
OR16,1997,OR,159,159,159,3180,3180,3180,,,,,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Jul '97
OR17,1997,OR,85,85,85,85,85,85,6231,4410.228,51.88504,51.88504,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Bureau of Reclamation,Sep '97
OR18,1997,OR,139,139,139,139,139,139,29746,21053.87,151.4667,151.4667,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Bureau of Reclamation,Sep '97
OR19,1997,OR,5523,5523,5523,5523,5523,5523,44184,31272.91,5.662305,5.662305,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Sep '97
OR20,1997,OR,217,217,217,939.49644,939.49644,939.49644,286000,202427.4,932.8453,215.4637,0,1,0,5,0,0,1,0,0,0,0,0,0,0,,0,North Unit Irrigation District,Oregon Water Trust,Sep '97
OR21,1998,OR,2486,2486,2486,2486,2486,2486,19888,13860.59,5.57546,5.57546,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Jul '98
OR22,1998,OR,6000,6000,6000,6000,6000,6000,36000,25089.57,4.181595,4.181595,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Jul '98
OR23,1998,OR,3645,3645,3645,6777.551,6777.551,6777.551,,,,,0,1,0,2,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Jul '98
OR24,1998,OR,867,867,867,17340,17340,17340,,,,,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Multiple Users,Oregon Water Trust,Jul '98
OR25,1999,OR,2003,2003,2003,2003,2003,2003,16024,10926.33,5.454982,5.454982,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Multiple Irrigators,Jun '99
OR26,1999,OR,0,63,125,0,63,125,600,409.1236,6.494026,6.494026,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,City of Madras,Mar '99
OR27,1999,OR,3288,3288,3288,3288,3288,3288,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Sep '99
OR28,1999,OR,128,128,128,2540.5325,2540.5325,2540.5325,,,,,0,1,0,100,0,0,0,0,0,1,0,0,0,0,,0,City of Myrtle Creek,Oregon Water Trust,Sep '99
OR29,1999,OR,1646,1646,1646,32669.66,32669.66,32669.66,3,2.045618,0.0012428,0.0000626,0,1,0,100,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Sep '99
OR30,1999,OR,907,907,907,18140,18140,18140,196610,134063,147.8093,7.390463,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Sep '99
OR31,2000,OR,0,63,125,0,63,125,,,,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,City of Madras,Apr '00
OR32,2000,OR,29541,29541,29541,29541,29541,29541,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,Multiple Ag and Urban Users,Department of Water Resources,Jan '01
OR33,2000,OR,2092,2092,2092,2092,2092,2092,16736,11040.71,5.277584,5.277584,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Nov '00
OR34,2000,OR,1158,1158,1158,1158,1158,1158,46323,30559.19,26.38963,26.38963,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Bureau of Reclamation,Oct '00
OR35,2000,OR,401,401,401,745.62358,745.62358,745.62358,,,,,0,1,0,2,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Oct '00
OR36,2000,OR,6989,6989,6989,138717.04,138717.04,138717.04,,,,,0,1,0,100,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Oct '00
OR37,2001,OR,7259,7259,7259,145180,145180,145180,,,,,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Deschutes Resources Conservancy,Apr '01
OR38,2001,OR,0,4000,8000,0,4000,8000,84276,54058.46,13.51462,13.51462,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Westland Irrigation District,May '01
OR39,2001,OR,39560,39560,39560,39560,39560,39560,1242653,797094.2,20.14899,20.14899,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,Property Owners,Bureau of Reclamation,May '01
OR40,2001,OR,400000,400000,400000,400000,400000,400000,1.32E+08,8.47E+07,211.677,211.677,,,,,,,,,,,,,,,,1,701 Irrigators,Bonneville Power Admin,May '01
OR41,2001,OR,1105,1105,1105,8532.5171,8532.5171,8532.5171,88375.2,56687.88,51.30124,6.643746,0,1,0,10,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Nov '01
OR52,2002,OR,4187,4187,4187,83740,83740,83740,,,,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Applegate Irrigation Corp,Oct '02
OR42,2002,OR,7902,7902,7902,7902,7902,7902,671670,424134,53.67426,53.67426,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Klamath Basin Rangeland Trust,Bureau of Reclamation,Jun '02
OR43,2002,OR,7903,7903,7903,7903,7903,7903,276605,174665.5,22.10117,22.10117,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Klamath Basin Rangeland Trust,Bureau of Reclamation,Jun '02
OR44,2002,OR,11228,11228,11228,11228,11228,11228,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,"Westland, Hermiston, and Stanfield Irrigation District",May '02
OR45,2002,OR,11903,11903,11903,11903,11903,11903,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Oregon Water Trust,May '02
OR46,2002,OR,422,422,422,8440,8440,8440,70685,44634.89,105.7699,5.288494,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Oregon Water Trust,May '02
OR47,2002,OR,198,198,198,198,198,198,3295,2080.667,10.50842,10.50842,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Bureau of Reclamation,Nov '02
OR48,2002,OR,9600,9600,9600,9600,9600,9600,480000,303101.7,31.5731,31.5731,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Bureau of Reclamation,Nov '02
OR49,2002,OR,0,289600,579200,0,5792000,11584000,,,,,1,0,0,,0,0,0,0,0,1,0,0,0,0,,0,Portland General Electric,Oregon Water Resources Dept,Nov '02
OR50,2002,OR,506,506,506,506,506,506,4048,2556.158,5.051695,5.051695,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Oct '02
OR51,2002,OR,2698,2698,2698,20833.241,20833.241,20833.241,,,,,0,1,0,10,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Oct '02
OR53,2003,OR,35420,35420,35420,35420,35420,35420,2714234.6,1675745,47.3107,47.3107,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Bureau of Reclamation,Apr '03
OR54,2003,OR,0,4000,8000,0,4000,8000,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,Bureau of Reclamation,Westland Irrigation District,Mar '03
OR55,2003,OR,103,103,103,103,103,103,1751,1081.052,10.49565,10.49565,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Mar '04
OR56,2003,OR,13237,13237,13237,13237,13237,13237,225029,138931,10.49565,10.49565,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Mar '04
OR57,2003,OR,16000,16000,16000,16000,16000,16000,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Deschutes Resources Conservancy,Mar '04
OR58,2003,OR,17816,17816,17816,17816,17816,17816,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,State of Oregon,Mar '04
OR59,2003,OR,38,38,38,760,760,760,7200,4445.217,116.9794,5.84897,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Multiple Ag Users,Oregon Water Trust,Mar '04
OR60,2003,OR,2531,2531,2531,2531,2531,2531,20248,12500.94,4.939131,4.939131,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Oct '03
OR61,2003,OR,1371,1371,1371,23525.107,23525.107,23525.107,10968,6771.548,4.93913,0.2878434,0,1,0,40,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,Oct '03
OR62,2004,OR,8000,8000,8000,8000,8000,8000,25840,15539.57,1.942446,1.942446,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Westland Irrigation District,Jun'04
OR63,2004,OR,78302,78302,78302,78302,78302,78302,5099809.3,3066905,39.16764,39.16764,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,0,Various water users in the Klamath Basin,Bureau of Reclamation,Jun'04
OR64,2004,OR,16000,16000,16000,16000,16000,16000,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Various Irrigators,Deschutes Resource Conservancy and Deschutes Water Exchange,Mar '04
OR65,2004,OR,13378,13378,13378,13378,13378,13378,228763.8,137573.2,10.28354,10.28354,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,Various water rights owners,Oregon Water Trust,Mar '04
OR66,2004,OR,17833.14,17833.14,17833.14,356662.8,356662.8,356662.8,,,,,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,Various water rights owners,State of Oregon,Mar '04
OR67,2004,OR,1757.32,1757.32,1757.32,1757.32,1757.32,1757.32,14058.56,8454.486,4.811011,4.811011,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Various Irrigators,Oct '04
OR68,2004,OR,2310.43,2310.43,2310.43,2310.43,2310.43,2310.43,18483.44,11115.5,4.811011,4.811011,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Various Irrigators,Oct '04
OR69,2004,OR,773.41,773.41,773.41,13271.009,13271.009,13271.009,1546820,930221.1,1202.753,70.09422,0,1,0,40,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Various Irrigators,Oct '04
OR70,2004,OR,0.25,0.25,0.25,5,5,5,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Madras,Sept '04
OR71,2005,OR,80900,80900,80900,80900,80900,80900,5298950,3082236,38.09933,38.09933,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Various Irrigators in the Klamath Basin,Bureau of Reclamation,Apr '05
OR72,2005,OR,3178.53,3178.53,3178.53,3178.53,3178.53,3178.53,25428.24,14790.82,4.65,4.65,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Stanfield Irrigation District,Apr'06
OR73,2005,OR,8.5,8.5,8.5,65.63,65.63,65.63,680,395.54,46.53,6.03,0,1,0,10,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,Jan' 06
OR74,2005,OR,5228.9,5228.9,5228.9,5228.9,5228.9,5228.9,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Various Irrigators,Oregon Water Trust,Jan '06
OR75,2005,OR,3239.5,3239.5,3239.5,,,,63980.125,37215.26,11.488,,0,1,0,,0,0,1,0,0,0,0,0,0,0,,0,Various Irrigators,Oregon Water Trust,Jan '06
OR76,2005,OR,2730.4,2730.4,2730.4,,,,,,,,0,1,0,,0,0,1,0,0,0,0,0,0,0,,0,Various Irrigators,Oregon Water Trust,Jan '06
OR77,2005,OR,8663.801,8663.801,8663.801,173276.02,173276.02,173276.02,181939.8,105939.8,12.215,0.611,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Thompson's Mill ,Oregon Water Trust,Jan '06
OR78,2005,OR,6291.104,6291.104,6291.104,6291.104,6291.104,6291.104,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Various Irrigators,Oregon Water Trust,Mar '05
OR79,2005,OR,24731,24731,24731,24731,24731,24731,130369,75831.63,3.066258,3.066258,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Various Irrigators,Deschutes Resource Conservancy,Mar '05
OR80,2005,OR,55808.07,55808.07,55808.07,1116161.4,1116161.4,1116161.4,,,,,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,Various Water Users,Oregon Water Resources Department,Mar '05
OR81,2005,OR,3746,3746,3746,3746,3746,3746,29968,17431.46,4.653354,4.653354,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Various Irrigators,Oct '05
OR82,2005,OR,1802,1802,1802,3350.6576,3350.6576,3350.6576,28837,16773.6,9.308322,5.006061,0,1,0,2,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Various Irrigators,Oct '05
OR83,2005,OR,802,802,802,13761.587,13761.587,13761.587,256640,149279.6,186.1342,10.84756,0,1,0,40,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Various Irrigators,Oct '05
OR84,2006,OR,900,900,900,18000,18000,18000,38520,"21,705.71",507.14,25.36,1,0,0,,0,0,0,0,0,0,0,0,0,1,,0,Private party,City of Madras,December '06
OR85,2006,OR,302,302,302,6040,6040,6040,1479.8,833.86,170.18,8.51,1,0,0,,0,0,0,0,0,0,0,0,0,1,,0,Private party,City of Madras,December '06
OR86,2006,OR,3409.32,3409.32,3409.32,68186.4,68186.4,68186.4,,,,,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,various water users,Oregon Water Resources Department,July/August '06
OR87,2006,OR,219.66,219.66,219.66,4393.2,4393.2,4393.2,,,,,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,various water users,Oregon Water Resources Department,July/August '07
OR88,2006,OR,471,471,471,9420,9420,9420,,,,,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,various water users,Oregon Water Resources Department,July/August '07
OR89,2006,OR,10000,10000,10000,10000,10000,10000,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Klamath Basin Rangeland Trust,Bureau of Reclamation,June '06
OR90,2006,OR,6049,6049,6049,6049,6049,6049,397254,223849,37.19,37.19,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,38 bIrrigation Districts in Klamath Basin Water Bank,Bureau of Reclamation,June '06
OR91,2006,OR,6503,6503,6503,6503,6503,6503,403186,227196.11,34.94,34.94,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,13 Irrigation Districts in Klamath Basin Water Bank,Bureau of Reclamation,June '06
OR92,2006,OR,1000,1000,1000,20000,20000,20000,700000,394444.44,394.44,19.72,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Rancher,Oregon Water Trust,Mar '06
OR93,2006,OR,1814.875,1814.875,1814.875,1814.875,1814.875,1814.875,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Oregon Water Trust,Mar '07
OR94,2006,OR,591.6,591.6,591.6,2097.78,2097.78,2097.78,4866.85,"2,742.43",4.63,1.31,1,0,0,4,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,Mar '07
OR95,2006,OR,237.211,237.211,237.211,1027,1027,1027,11348.35,6394.71,27.3,6.23,0,1,0,5,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,Mar '07
OR96,2006,OR,289.1,289.1,289.1,5782,5782,5782,116400.33,"65,590.66",226.88,11.34,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,stored water user,Oregon Water Trust,Mar '07
OR97,2006,OR,341.196,341.196,341.196,6823.92,6823.92,6823.92,14998.97,"8,451.80",24.77,1.24,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Irrigator--conserved water,Oregon Water Trust,Mar '07
OR98,2006,OR,2163.19,2163.19,2163.19,43263.8,43263.8,43263.8,,,,,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Irrigators,Oregon Water Trust,Mar '07
OR99,2007,OR,4402.65,4402.65,4402.65,4402.65,4402.65,4402.65,35221.2,19036.95,4.32,4.32,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,December '07
OR100,2007,OR,4600.03,4600.03,4600.03,4600.03,4600.03,4600.03,269059.26,145425.67,31.61,31.61,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,11 private groundwater owners,Bureau of Reclamation,December '07
OR101,2007,OR,10000,10000,10000,10000,10000,10000,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Mid Basin Group,Bureau of Reclamation,December '07
OR102,2007,OR,6468.31,6468.31,6468.31,6468.31,6468.31,6468.31,391009.34,211339.3,32.67,32.67,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,26 private contracts,Bureau of Reclamation,December '07
OR103,2007,OR,9600,9600,9600,9600,9600,9600,580320,313661.11,32.67,32.67,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Klamath Basin Rangeland Trust,Bureau of Reclamation,December '07
OR104,2007,OR,5000,5000,5000,5000,5000,5000,250000,135124.2,27.02,27.02,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,Klamath Drainage District,Bureau of Reclamation,December '07
OR105,2007,OR,661,661,661,11342.16,11342.16,11342.16,211520,114325.89,172.95,10.07,0,1,0,40,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Irrigators,December '07
OR106,2007,OR,141.53,141.53,141.53,2870.6,2870.6,2870.6,45500,24928.86,176.14,8.68,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,February '08
OR107,2007,OR,228,228,228,4560,4560,4560,,,,,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,February '08
OR108,2007,OR,0,2508.398,2508.398,,,,,,,,0,0,1,,0,0,1,0,0,0,0,0,0,0,,0,Irrigators (17 transactions),Oregon Water Trust,February '08
OR109,2007,OR,196.8,196.8,196.8,196.8,196.8,196.8,4920,2695.6,13.7,13.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,February '08
OR110,2007,OR,1814.88,1814.88,1814.88,1814.88,1814.88,1814.88,148210.2,81202.45,44.74,44.74,0,1,0,2,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,February '08
OR111,2007,OR,11.206,11.206,11.206,30.52,30.52,30.52,1882.608,1031.46,92.05,33.8,0,1,0,3,0,0,0,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,February '08
OR112,2007,OR,197.7,197.7,197.7,855.94,855.94,855.94,29655,16247.59,82.18,18.98,0,1,0,5,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,February '08
OR113,2007,OR,58.5,58.5,58.5,253.27,253.27,253.27,6435,3525.65,60.27,13.92,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,0,Irrigator,Oregon Water Trust,February '08
OR114,2007,OR,600,600,600,12000,12000,12000,300000,164366.12,273.94,13.7,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,The Pictsweet Company,City of Salem,January '08
OR115,2007,OR,231,231,231,4620,4620,4620,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,The Pictsweet Company,City of Salem,January '08
OR116,2008,OR,,,3431.96,,,68639,,,,,,0,0,,,,,,,,,,,,,1,various water useres (13+),Oregon Water Resources Department,April '08
OR117,2008,OR,3800,3800,3800,16452.01,16452.01,16452.01,338618,180149.7,47.41,10.95,0,1,0,5,0,0,0,0,1,0,0,0,0,0,,0,"Cities of Hillsboro, Forest Grove, and Beaverton",Tualatin Valley Water District,April '08
OR118,2008,OR,,,47360.06,,,,,,,,0,1,0,,,,,,,,,,,,,1,various water users (155),Oregon Water Resources Department,April '08
OR122,2008,OR,492.227,492.227,492.227,9844.54,9844.54,9844.54,110751.075,58435.42412,118.7164136,5.935820681,1,,,,,,1,,,,,,,,,,Grande Ronde Basin Irrigators,Oregon Water Trust,April '09
OR123,2008,OR,,,,,,,32652,17228.12594,,,1,,,,,,1,,,,,,,,,,Umatilla Basin Water Users,Oregon Water Trust,April '09
OR124,2008,OR,196.8,196.8,196.8,196.8,196.8,196.8,5000.688,2638.505533,13.40704031,13.40704031,,1,,,,,1,,,,,,,,,,Deschutes Basin Water Users,Oregon Water Trust,April '09
OR125,2008,OR,1188,1188,1188,1188,1188,1188,163944,86501.52761,72.81273368,72.81273368,,1,,,,,1,,,,,,,,,,Grande Ronde Basin Irrigators,Oregon Water Trust,April '09
OR126,2008,OR,381.599,381.599,381.599,381.599,381.599,381.599,2159.85034,1139.598606,2.986377338,2.986377338,,1,,,,,1,,,,,,,,,,Hood River Water Users,Oregon Water Trust,April '09
OR127,2008,OR,134,134,134,134,134,134,3928.88,2072.989081,15.47006776,15.47006776,,1,,,,,1,,,,,,,,,,Rogue River Water Users,Oregon Water Trust,April '09
OR128,2008,OR,174,174,174,174,174,174,3132,1652.532477,9.497313089,9.497313089,,1,,,,,1,,,,,,,,,,Willamette River Water Users,Oregon Water Trust,April '09
OR119,2009,OR,859.225,859.225,859.225,14743.51597,14743.51597,14743.51597,117948.1278,62454.99525,72.68759085,4.236099134,,1,,40,1,,,,,,,,,,,,Bureau of Reclamation,Irrigators,March '09
OR120,2009,OR,2206.645,2206.645,2206.645,2206.645,2206.645,2206.645,17653.16,9347.566974,4.236099134,4.236099134,,1,,1,1,,,,,,,,,,,,Bureau of Reclamation,Irrigators,March '09
OR121,2009,OR,920.2,920.2,920.2,920.2,920.2,920.2,29446.4,15592.23369,16.94439654,16.94439654,,1,,1,1,,,,,,,,,,,,Bureau of Reclamation,Irrigators,March '09
OR129,2009,OR,252,252,252,5040,5040,5040,27200,14402.73706,57.15371848,2.857685924,1,,,,,,1,,,,,,,,,,Lazy Z Meadows LLC,Deschutes River Conservancy,May '09
OR130,2009,OR,3800,3800,3800,3800,3800,3800,338618,179302.4271,47.18484923,47.18484923,,1,,1,,,,,1,,,,,,,,"Cities of Hillsboro, Forest Grove, Beaverton",Tualatin Valley Water District,November '09
TX1,1987,TX,800,800,800,16000,16000,16000,540000,540000,675,33.75,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Rio Grande water rights,Edinburg,Feb ''87
TX2,1987,TX,2000,2000,2000,40000,40000,40000,1300000,1300000,650,32.5,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Rio Grande water rights,City of Harlingen,Feb ''87
